x,xs,xse,y,ys,yse,se
2.53,2.83740774106612,0.307407741066121,-40,-40.2303910190832,0.230391019083221,0.384160826922242
-12.46,-14.0492355297836,1.58923552978355,-40,-40.2536639399316,0.253663939931599,1.60935234288456
-27.56,-27.3907254626407,0.169274537359343,-40,-40.3738285561022,0.373828556102247,0.410367711151487
-42.56,-43.4237906494023,0.863790649402318,-40,-40.5657983207658,0.565798320765758,1.03259964447807
-57.57,-58.361561742332,0.791561742331993,-40,-39.8996653216856,0.100334678314432,0.797895381360314
-72.57,-72.6872889562393,0.117288956239264,-40,-40.15246375853,0.152463758529976,0.192358771364299
-87.68,-87.5337644011094,0.146235598890556,-40,-39.7591011517295,0.24089884827054,0.281810406977727
-102.69,-103.792388307209,1.10238830720913,-40,-39.9960195266797,0.00398047332031837,1.10239549347739
-117.69,-117.450280785044,0.239719214955613,-40,-40.1941556391945,0.194155639194499,0.308482923757475
-132.7,-132.953110990927,0.253110990926871,-40,-40.0602537093862,0.0602537093861884,0.260183941131611
-147.81,-147.144949004576,0.665050995424423,-40,-40.3259724090871,0.325972409087107,0.740642179463922
-162.82,-161.86352933309,0.956470666909581,-40,-39.6494644697418,0.350535530258192,1.0186811545483
-177.83,-177.950491785927,0.120491785926731,-40,-40.5420568434303,0.54205684343026,0.555287215759007
-192.84,-192.120834788066,0.719165211934296,-40,-39.7711982085588,0.228801791441185,0.754684610829714
-207.85,-207.846858381986,0.00314161801418322,-40,-40.6565439659299,0.656543965929927,0.656551482339919
-222.86,-223.365902491016,0.505902491015718,-40,-39.4181867695068,0.581813230493196,0.771001923209558
-237.97,-237.815042677279,0.154957322721259,-40,-39.6419172655403,0.3580827344597,0.390173059786393
-252.98,-252.808620465509,0.171379534491365,-40,-39.3710102238019,0.628989776198075,0.651919537522984
-267.99,-267.55520767976,0.434792320240149,-40,-40.1329092446195,0.132909244619448,0.454652866531296
-283,-282.931661692326,0.0683383076736277,-40,-40.605489337598,0.605489337597952,0.609333621459133
-298.02,-298.15471052434,0.134710524340449,-40,-40.4090001372028,0.40900013720281,0.430613559470665
-313.13,-312.470023881728,0.65997611827197,-40,-39.5471882669286,0.452811733071442,0.800379249041666
-328.14,-328.567373389929,0.427373389928562,-40,-39.6198392829168,0.380160717083157,0.571987924026557
-343.14,-343.250153728307,0.110153728306557,-40,-40.1130721116996,0.113072111699594,0.157857994108757
-358.15,-358.42362818933,0.273628189330168,-40,-40.0533625775392,0.0533625775391542,0.278782981327283
-373.26,-373.115089615898,0.144910384102275,-40,-39.598156602448,0.401843397551964,0.427173425644404
-388.27,-388.439522582281,0.169522582280649,-40,-40.7930280699121,0.793028069912047,0.810944773441155
-403.27,-403.713569559038,0.443569559037996,-40,-39.4905847058492,0.509415294150806,0.675468648880105
-418.28,-418.397314975487,0.117314975487488,-40,-39.6415932814155,0.358406718584526,0.377118256519301
-433.39,-432.515808359711,0.874191640289155,-40,-39.4033837275128,0.596616272487182,1.05837705972302
-448.4,-448.77255008026,0.372550080259941,-40,-38.9116699456482,1.08833005435181,1.15032859197148
-463.42,-463.319899162867,0.100100837132629,-40,-39.8742690179488,0.125730982051188,0.160712343776728
-478.42,-478.194978227251,0.225021772749471,-40,-39.1647032688911,0.835296731108933,0.865075388167172
