x,xs,xse,y,ys,yse,se
14.03,14.1177920495367,0.0877920495367146,-34.76,-34.7345274259356,0.0254725740643664,0.0914127780527514
2.92,2.50799943083201,0.412000569167987,-24.8,-24.34669444554,0.453305554460027,0.612560523294684
-11.28,-11.2622297634769,0.0177702365231411,-27.28,-27.7747261126262,0.494726112626232,0.495045157354712
-17.23,-17.3552953215785,0.125295321578484,-40.81,-40.7865611786804,0.023438821319651,0.127468803847492
-10.22,-11.2191487864824,0.999148786482371,-53.57,-53.4060341652279,0.163965834772121,1.01251325546963
4.31,5.08029948126628,0.770299481266277,-56.19,-56.7037773971768,0.51377739717681,0.925920355478198
15.59,15.4438311930351,0.146168806964898,-47,-46.8438172473329,0.156182752667142,0.213912066887839
15.35,15.2957536327209,0.0542463672790898,-32.32,-31.8250470311877,0.494952968812257,0.497916769851192
3.59,2.99821611798147,0.591783882018533,-23.56,-24.2747414784271,0.714741478427136,0.927935096868921
-10.67,-10.6784475045992,0.00844750459923738,-26.84,-27.7193791111177,0.879379111117682,0.879419684453378
-17.12,-17.904400601726,0.784400601726009,-40.02,-40.0586627266576,0.0386627266576056,0.785352857269092
-10.78,-10.3950947776158,0.384905222384244,-53.16,-54.0711278996163,0.911127899616261,0.989093564673132
3.66,3.80792547062421,0.147925470624212,-56.36,-56.3910815745478,0.0310815745478408,0.151155579241283
15.26,15.041004078528,0.218995921472008,-47.69,-48.1840244544096,0.494024454409562,0.540388170832818
