x,xs,xse,y,ys,yse,se
14.99,14.240801376107457,0.7491986238925428,-37.94,-38.55682024520582,0.6168202452058225,0.9704461824018119
14.04,14.640805417157507,0.6008054171575079,-22.8,-22.06087955984935,0.7391204401506499,0.9525052096100565
12.01,11.9936099768746,0.016390023125399722,-7.69,-7.929400090090456,0.23940009009045582,0.23996048840042292
9.27,8.865338584831475,0.4046614151685244,7.39,6.810214968951075,0.5797850310489245,0.7070371582559117
6.09,6.8241223637900585,0.7341223637900587,22.28,21.835775927857895,0.4442240721421058,0.8580621605030827
2.56,2.7150436708316894,0.15504367083168935,37.1,36.75490582326224,0.34509417673776,0.37832331501412597
-1.25,-0.550798453289293,0.699201546710707,51.76,51.999369415665385,0.2393694156653865,0.7390402695920119
-9.18,-9.498160754133227,0.31816075413322764,62.85,62.41888774869918,0.4311122513008243,0.5358022384166469
-24.58,-25.128817686104203,0.5488176861042042,62.61,62.39792748892458,0.21207251107541936,0.5883668944923794
-38.31,-38.022597303696315,0.28740269630368687,55.5,56.51055532290793,1.0105553229079334,1.050629511531152
-50.93,-51.59053576961359,0.6605357696135883,47.06,46.238157266316534,0.8218427336834679,1.0543874913177465
-63.1,-63.63480256237457,0.5348025623745656,38.16,37.54352459009685,0.6164754099031455,0.8161223632137845
-74.57,-74.2825488276231,0.28745117237689044,28.33,28.277144667083668,0.052855332916330156,0.29227018787167613
-84.5,-84.99575898705474,0.4957589870547423,17.01,17.27429475546761,0.26429475546760983,0.56180841130516
-92.27,-92.75658681394138,0.48658681394138625,4.04,3.75034644456851,0.2896535554314901,0.5662737056192284
-97.64,-98.5322508548892,0.8922508548891983,-10.14,-10.26848274702685,0.12848274702684925,0.901454050040306
-100.77,-100.64637847595708,0.12362152404291749,-25.06,-25.14073659094662,0.08073659094662133,0.14765052768065437
-101.75,-100.97660544039115,0.7733945596088461,-40.16,-39.58491639382183,0.5750836061781683,0.96377398747188
-100.62,-100.84358527592768,0.2235852759276753,-55.23,-55.235496352492284,0.00549635249228686,0.2236528235958003
-97.31,-97.8104372697893,0.5004372697893018,-69.97,-70.16417269817916,0.19417269817915894,0.5367871996539646
-91.85,-92.51745285600133,0.6674528560013329,-84.06,-83.81368931315153,0.24631068684847435,0.7114508201134517
-84.28,-85.1120606170739,0.8320606170738927,-97.23,-97.90440600168407,0.6744060016840621,1.0710501041467995
-74.88,-75.27405162915518,0.3940516291551859,-109.06,-108.33770965538,0.7222903446200064,0.8227879607597232
-63.82,-63.20203923655222,0.6179607634477833,-119.37,-119.11789969549837,0.25210030450163856,0.6674054754725841
-51.35,-50.83213315697708,0.5178668430229223,-127.94,-128.2383096142148,0.2983096142148156,0.5976409398924409
-37.77,-38.458974801300336,0.6889748013003327,-134.58,-135.01278704507243,0.4327870450724163,0.8136282340291213
-23.24,-23.604331094303536,0.3643310943035374,-139.16,-138.66218749185288,0.4978125081471205,0.6168909462329141
-8.31,-8.574069600877827,0.2640696008778267,-141.52,-140.9700510560973,0.5499489439027059,0.6100627795624612
6.8,7.405283442286803,0.6052834422868028,-141.63,-142.44438774362382,0.8143877436238256,1.0146898257454182
21.76,22.374348276945202,0.6143482769452007,-139.5,-139.8236108735978,0.3236108735978007,0.6943686361697716
36.33,35.50272331588575,0.8272766841142456,-135.15,-135.78374342057214,0.6337434205721308,1.0421216028840041
49.99,50.29253683906565,0.3025368390656453,-128.74,-128.98830419433864,0.2483041943386297,0.3913866527080199
62.58,62.59085487318527,0.010854873185273561,-120.35,-120.30074599278248,0.04925400721751316,0.0504359544258975
73.79,73.6073287598638,0.18267124013620162,-110.2,-110.14754584159373,0.05245415840627743,0.1900532049374824
83.37,83.44385635137104,0.07385635137103463,-98.5,-98.39728065577873,0.1027193442212706,0.12651491736190482
91.16,91.13908993098298,0.020910069017020305,-85.42,-85.2171847589109,0.2028152410890982,0.20389029649378998
96.87,96.27582744421356,0.594172555786443,-71.42,-70.83668536685875,0.5833146331412564,0.8326445744052575
100.46,100.81972524151152,0.3597252415115264,-56.73,-56.823291794040315,0.09329179404031862,0.3716256291158983
101.84,101.72577712255296,0.11422287744704818,-41.68,-42.480439660861016,0.8004396608610165,0.8085484007847535
100.98,101.14891134923148,0.16891134923147888,-26.59,-26.501997031442933,0.08800296855706691,0.19046145640011977
97.86,98.47353948059857,0.6135394805985754,-11.72,-11.613470584779359,0.10652941522064197,0.6227192068343658
92.59,92.49478910402404,0.09521089597596699,2.45,2.2640765224660697,0.18592347753393046,0.2088843081968015
85.28,85.71513749302794,0.4351374930279377,15.68,15.94531527489363,0.2653152748936307,0.5096438294834161
76.1,76.45752274935646,0.35752274935646255,27.7,27.315348929232712,0.384651070767287,0.5251466105287402
65.16,65.60579179802318,0.4457917980231798,38.28,37.668996380357676,0.6110036196423252,0.756343672149614
52.86,53.068301720601866,0.2083017206018667,47.05,47.137398805084985,0.08739880508498743,0.22589412992811866
39.4,39.05516534699434,0.3448346530056554,53.92,53.6100577480114,0.3099422519886019,0.46365411405626156
24.97,25.21844565342976,0.2484456534297621,58.74,58.35237036733513,0.3876296326648685,0.4604150028268435
10.1,9.961064626597427,0.1389353734025729,61.35,61.16698274500589,0.18301725499411248,0.22977892333304276
-5.0,-3.981400116024711,1.018599883975289,61.73,61.686804373564755,0.04319562643524222,1.0195153680929019
-19.99,-18.866544258294013,1.1234557417059854,59.88,60.67751537194834,0.7975153719483359,1.3777458299940661
-34.57,-34.842772335616594,0.27277233561659386,55.8,55.90683080921697,0.10683080921697297,0.2929463583588043
-48.37,-48.259021377802284,0.11097862219771315,49.62,49.87234629756042,0.2523462975604218,0.27567174044024845
-61.19,-61.587095704941234,0.39709570494123625,41.42,41.62199587275546,0.20199587275546094,0.4455191707356909
-72.57,-72.62650918812697,0.0565091881269808,31.46,32.08457314400221,0.6245731440022126,0.6271243102859106
-82.35,-82.79289314246778,0.44289314246778133,19.93,19.20315847360995,0.7268415263900501,0.8511480130564861
-90.32,-90.9520924397794,0.632092439779413,7.07,8.04607596808168,0.9760759680816804,1.162869359770426
-96.29,-97.00378384385756,0.7137838438575557,-6.82,-6.659553526459239,0.16044647354076158,0.7315944550252781
